blm_category,missing_id
biolink:NucleicAcidEntity,UMLS:C4723860
biolink:NucleicAcidEntity,UMLS:C1710331
biolink:NucleicAcidEntity,UMLS:C1955479
biolink:NucleicAcidEntity,UMLS:C1705392
biolink:NucleicAcidEntity,UMLS:C1707109
biolink:NucleicAcidEntity,UMLS:C1710301
biolink:NucleicAcidEntity,UMLS:C4289900
biolink:NucleicAcidEntity,UMLS:C0048975
biolink:NucleicAcidEntity,UMLS:C3273757
biolink:NucleicAcidEntity,UMLS:C0639472
biolink:NucleicAcidEntity,UMLS:C2983089
biolink:NucleicAcidEntity,UMLS:C3889253
biolink:NucleicAcidEntity,UMLS:C2346451
biolink:NucleicAcidEntity,UMLS:C3539632
biolink:NucleicAcidEntity,UMLS:C1705231
biolink:NucleicAcidEntity,UMLS:C0733923
biolink:NucleicAcidEntity,UMLS:C2699123
biolink:NucleicAcidEntity,UMLS:C2348926
biolink:NucleicAcidEntity,UMLS:C1708151
biolink:NucleicAcidEntity,UMLS:C5202777
biolink:NucleicAcidEntity,UMLS:C1705770
biolink:NucleicAcidEntity,UMLS:C3889400
biolink:NucleicAcidEntity,UMLS:C1704963
biolink:NucleicAcidEntity,UMLS:C3541423
biolink:NucleicAcidEntity,UMLS:C2987019
biolink:NucleicAcidEntity,UMLS:C1704967
biolink:NucleicAcidEntity,UMLS:C0597765
biolink:NucleicAcidEntity,UMLS:C3539600
biolink:NucleicAcidEntity,UMLS:C4553634
biolink:NucleicAcidEntity,UMLS:C1458158
biolink:NucleicAcidEntity,UMLS:C1706330
biolink:NucleicAcidEntity,UMLS:C3540528
biolink:NucleicAcidEntity,UMLS:C0625903
biolink:NucleicAcidEntity,UMLS:C2827375
biolink:NucleicAcidEntity,UMLS:C1704918
biolink:NucleicAcidEntity,UMLS:C4724051
biolink:NucleicAcidEntity,UMLS:C0965351
biolink:NucleicAcidEntity,UMLS:C0012925
biolink:NucleicAcidEntity,UMLS:C4724060
biolink:NucleicAcidEntity,UMLS:C1705573
biolink:NucleicAcidEntity,UMLS:C1705468
biolink:NucleicAcidEntity,UMLS:C3538900
biolink:NucleicAcidEntity,UMLS:C3539573
biolink:NucleicAcidEntity,UMLS:C0076474
biolink:NucleicAcidEntity,UMLS:C0379952
biolink:NucleicAcidEntity,UMLS:C1706006
biolink:NucleicAcidEntity,UMLS:C1449446
biolink:NucleicAcidEntity,UMLS:C1516561
biolink:NucleicAcidEntity,UMLS:C0062563
biolink:NucleicAcidEntity,UMLS:C0108746
biolink:NucleicAcidEntity,UMLS:C4552645
biolink:NucleicAcidEntity,UMLS:C1705672
biolink:NucleicAcidEntity,UMLS:C3273402
biolink:NucleicAcidEntity,UMLS:C1705141
biolink:NucleicAcidEntity,UMLS:C1705044
biolink:NucleicAcidEntity,UMLS:C1708427
biolink:NucleicAcidEntity,UMLS:C0058027
biolink:NucleicAcidEntity,UMLS:C3273397
biolink:NucleicAcidEntity,UMLS:C0047395
biolink:NucleicAcidEntity,UMLS:C1519329
biolink:NucleicAcidEntity,UMLS:C3494461
biolink:NucleicAcidEntity,UMLS:C0058608
biolink:NucleicAcidEntity,UMLS:C0045589
biolink:NucleicAcidEntity,UMLS:C2828029
biolink:NucleicAcidEntity,UMLS:C3810519
biolink:NucleicAcidEntity,UMLS:C3891072
biolink:NucleicAcidEntity,UMLS:C4761428
biolink:NucleicAcidEntity,UMLS:C0044376
biolink:NucleicAcidEntity,UMLS:C0613424
biolink:NucleicAcidEntity,UMLS:C1704805
biolink:NucleicAcidEntity,UMLS:C1705004
biolink:NucleicAcidEntity,UMLS:C0061511
biolink:NucleicAcidEntity,UMLS:C0751969
biolink:NucleicAcidEntity,UMLS:C3640933
biolink:NucleicAcidEntity,UMLS:C2987233
biolink:NucleicAcidEntity,UMLS:C2700041
biolink:NucleicAcidEntity,UMLS:C1704904
biolink:NucleicAcidEntity,UMLS:C3273486
biolink:NucleicAcidEntity,UMLS:C0613970
biolink:NucleicAcidEntity,UMLS:C3812289
biolink:NucleicAcidEntity,UMLS:C0282120
biolink:NucleicAcidEntity,UMLS:C5240595
biolink:NucleicAcidEntity,UMLS:C2985240
biolink:NucleicAcidEntity,UMLS:C2826014
biolink:NucleicAcidEntity,UMLS:C4761534
biolink:NucleicAcidEntity,UMLS:C4084856
biolink:NucleicAcidEntity,UMLS:C2825996
biolink:NucleicAcidEntity,UMLS:C1259656
biolink:NucleicAcidEntity,UMLS:C0291269
biolink:NucleicAcidEntity,UMLS:C0209738
biolink:NucleicAcidEntity,UMLS:C0014991
biolink:NucleicAcidEntity,UMLS:C2826019
biolink:NucleicAcidEntity,UMLS:C0022218
biolink:NucleicAcidEntity,UMLS:C0165030
biolink:NucleicAcidEntity,UMLS:C3810567
biolink:NucleicAcidEntity,UMLS:C0137714
biolink:NucleicAcidEntity,UMLS:C3273523
biolink:NucleicAcidEntity,UMLS:C4723653
biolink:NucleicAcidEntity,UMLS:C3539704
biolink:NucleicAcidEntity,UMLS:C0166821
biolink:NucleicAcidEntity,UMLS:C3539730
biolink:NucleicAcidEntity,UMLS:C3273622
biolink:NucleicAcidEntity,UMLS:C4279142
biolink:NucleicAcidEntity,UMLS:C3540804
biolink:NucleicAcidEntity,UMLS:C5401268
biolink:NucleicAcidEntity,UMLS:C4284137
biolink:NucleicAcidEntity,UMLS:C0920600
biolink:NucleicAcidEntity,UMLS:C0524858
biolink:NucleicAcidEntity,UMLS:C1710514
biolink:NucleicAcidEntity,UMLS:C3272381
biolink:NucleicAcidEntity,UMLS:C0071365
biolink:NucleicAcidEntity,UMLS:C4723647
biolink:NucleicAcidEntity,UMLS:C1706508
biolink:NucleicAcidEntity,UMLS:C1481666
biolink:NucleicAcidEntity,UMLS:C5202934
biolink:NucleicAcidEntity,UMLS:C4705515
biolink:NucleicAcidEntity,UMLS:C3541244
biolink:NucleicAcidEntity,UMLS:C1706404
biolink:NucleicAcidEntity,UMLS:C3542969
biolink:NucleicAcidEntity,UMLS:C0164502
biolink:NucleicAcidEntity,UMLS:C0056288
biolink:NucleicAcidEntity,UMLS:C3540575
biolink:NucleicAcidEntity,UMLS:C3178810
biolink:NucleicAcidEntity,UMLS:C4553374
biolink:NucleicAcidEntity,UMLS:C0066358
biolink:NucleicAcidEntity,UMLS:C2348924
biolink:NucleicAcidEntity,UMLS:C2984134
biolink:NucleicAcidEntity,UMLS:C1708131
biolink:NucleicAcidEntity,UMLS:C2825925
biolink:NucleicAcidEntity,UMLS:C0039551
biolink:NucleicAcidEntity,UMLS:C3273393
biolink:NucleicAcidEntity,UMLS:C2985429
biolink:NucleicAcidEntity,UMLS:C1704817
biolink:NucleicAcidEntity,UMLS:C1707158
biolink:NucleicAcidEntity,UMLS:C0101539
biolink:NucleicAcidEntity,UMLS:C5401218
biolink:NucleicAcidEntity,UMLS:C0796347
biolink:NucleicAcidEntity,UMLS:C3811697
biolink:NucleicAcidEntity,UMLS:C2985368
biolink:NucleicAcidEntity,UMLS:C0220432
biolink:NucleicAcidEntity,UMLS:C3273549
biolink:NucleicAcidEntity,UMLS:C5240801
biolink:NucleicAcidEntity,UMLS:C4288624
biolink:NucleicAcidEntity,UMLS:C2698687
biolink:NucleicAcidEntity,UMLS:C0796477
biolink:NucleicAcidEntity,UMLS:C0909841
biolink:NucleicAcidEntity,UMLS:C4512075
biolink:NucleicAcidEntity,UMLS:C0001443
biolink:NucleicAcidEntity,UMLS:C1705558
biolink:NucleicAcidEntity,UMLS:C5202658
biolink:NucleicAcidEntity,UMLS:C3538851
biolink:NucleicAcidEntity,UMLS:C0384298
biolink:NucleicAcidEntity,UMLS:C4727285
biolink:NucleicAcidEntity,UMLS:C0733528
biolink:NucleicAcidEntity,UMLS:C3815264
biolink:NucleicAcidEntity,UMLS:C0066567
biolink:NucleicAcidEntity,UMLS:C0049072
biolink:NucleicAcidEntity,UMLS:C1705333
biolink:NucleicAcidEntity,UMLS:C1708600
biolink:NucleicAcidEntity,UMLS:C4320086
biolink:NucleicAcidEntity,UMLS:C0882966
biolink:NucleicAcidEntity,UMLS:C3898410
biolink:NucleicAcidEntity,UMLS:C1705952
biolink:NucleicAcidEntity,UMLS:C3813553
biolink:NucleicAcidEntity,UMLS:C0635019
biolink:NucleicAcidEntity,UMLS:C0078719
biolink:NucleicAcidEntity,UMLS:C0056693
biolink:NucleicAcidEntity,UMLS:C3538840
biolink:NucleicAcidEntity,UMLS:C3273684
biolink:NucleicAcidEntity,UMLS:C3889458
biolink:NucleicAcidEntity,UMLS:C1708120
biolink:NucleicAcidEntity,UMLS:C3812228
biolink:NucleicAcidEntity,UMLS:C1705723
biolink:NucleicAcidEntity,UMLS:C0132463
biolink:NucleicAcidEntity,UMLS:C1626840
biolink:NucleicAcidEntity,UMLS:C0724367
biolink:NucleicAcidEntity,UMLS:C5202693
biolink:NucleicAcidEntity,UMLS:C0631924
biolink:NucleicAcidEntity,UMLS:C0644164
biolink:NucleicAcidEntity,UMLS:C0050472
biolink:NucleicAcidEntity,UMLS:C0079925
biolink:NucleicAcidEntity,UMLS:C1704966
biolink:NucleicAcidEntity,UMLS:C4049874
biolink:NucleicAcidEntity,UMLS:C0966503
biolink:NucleicAcidEntity,UMLS:C3889966
biolink:NucleicAcidEntity,UMLS:C0807074
biolink:NucleicAcidEntity,UMLS:C0254413
biolink:NucleicAcidEntity,UMLS:C3541980
biolink:NucleicAcidEntity,UMLS:C0051028
biolink:NucleicAcidEntity,UMLS:C1708430
biolink:NucleicAcidEntity,UMLS:C5398043
biolink:NucleicAcidEntity,UMLS:C0053074
biolink:NucleicAcidEntity,UMLS:C3539622
biolink:NucleicAcidEntity,UMLS:C0607643
biolink:NucleicAcidEntity,UMLS:C1705435
biolink:NucleicAcidEntity,UMLS:C2986652
biolink:NucleicAcidEntity,UMLS:C2984877
biolink:NucleicAcidEntity,UMLS:C2986916
biolink:NucleicAcidEntity,UMLS:C0068825
biolink:NucleicAcidEntity,UMLS:C3540825
biolink:NucleicAcidEntity,UMLS:C4321240
biolink:NucleicAcidEntity,UMLS:C3273383
biolink:NucleicAcidEntity,UMLS:C1710280
biolink:NucleicAcidEntity,UMLS:C4084872
biolink:NucleicAcidEntity,UMLS:C3830537
biolink:NucleicAcidEntity,UMLS:C3542433
biolink:NucleicAcidEntity,UMLS:C2827381
biolink:NucleicAcidEntity,UMLS:C4321263
biolink:NucleicAcidEntity,UMLS:C1707134
biolink:NucleicAcidEntity,UMLS:C1710325
biolink:NucleicAcidEntity,UMLS:C0073221
biolink:NucleicAcidEntity,UMLS:C0086796
biolink:NucleicAcidEntity,UMLS:C0935992
biolink:NucleicAcidEntity,UMLS:C2700223
biolink:NucleicAcidEntity,UMLS:C5202668
biolink:NucleicAcidEntity,UMLS:C3540509
biolink:NucleicAcidEntity,UMLS:C0057814
biolink:NucleicAcidEntity,UMLS:C2825952
biolink:NucleicAcidEntity,UMLS:C1704985
biolink:NucleicAcidEntity,UMLS:C1705643
biolink:NucleicAcidEntity,UMLS:C1705859
biolink:NucleicAcidEntity,UMLS:C5202608
biolink:NucleicAcidEntity,UMLS:C0032414
biolink:NucleicAcidEntity,UMLS:C0052239
biolink:NucleicAcidEntity,UMLS:C3827966
biolink:NucleicAcidEntity,UMLS:C3538867
biolink:NucleicAcidEntity,UMLS:C3273629
biolink:NucleicAcidEntity,UMLS:C1706616
biolink:NucleicAcidEntity,UMLS:C1453933
biolink:NucleicAcidEntity,UMLS:C4284138
biolink:NucleicAcidEntity,UMLS:C4553358
biolink:NucleicAcidEntity,UMLS:C0605580
biolink:NucleicAcidEntity,UMLS:C3890390
biolink:NucleicAcidEntity,UMLS:C0056266
biolink:NucleicAcidEntity,UMLS:C1704930
biolink:NucleicAcidEntity,UMLS:C3540552
biolink:NucleicAcidEntity,UMLS:C3273561
biolink:NucleicAcidEntity,UMLS:C4084895
biolink:NucleicAcidEntity,UMLS:C3273545
biolink:NucleicAcidEntity,UMLS:C1705005
biolink:NucleicAcidEntity,UMLS:C3178793
biolink:NucleicAcidEntity,UMLS:C3890229
biolink:NucleicAcidEntity,UMLS:C0035721
biolink:NucleicAcidEntity,UMLS:C4050128
biolink:NucleicAcidEntity,UMLS:C1705048
biolink:NucleicAcidEntity,UMLS:C3273667
biolink:NucleicAcidEntity,UMLS:C1135882
biolink:NucleicAcidEntity,UMLS:C1708031
biolink:NucleicAcidEntity,UMLS:C1710334
biolink:NucleicAcidEntity,UMLS:C4321339
biolink:NucleicAcidEntity,UMLS:C1705846
biolink:NucleicAcidEntity,UMLS:C0002358
biolink:NucleicAcidEntity,UMLS:C1706345
biolink:NucleicAcidEntity,UMLS:C0700805
biolink:NucleicAcidEntity,UMLS:C4723742
biolink:NucleicAcidEntity,UMLS:C0069897
biolink:NucleicAcidEntity,UMLS:C0045191
biolink:NucleicAcidEntity,UMLS:C2982011
biolink:NucleicAcidEntity,UMLS:C1706882
biolink:NucleicAcidEntity,UMLS:C2987048
biolink:NucleicAcidEntity,UMLS:C1481573
biolink:NucleicAcidEntity,UMLS:C2987235
biolink:NucleicAcidEntity,UMLS:C3272489
biolink:NucleicAcidEntity,UMLS:C4283918
biolink:NucleicAcidEntity,UMLS:C2715402
biolink:NucleicAcidEntity,UMLS:C5242460
biolink:NucleicAcidEntity,UMLS:C4281938
biolink:NucleicAcidEntity,UMLS:C2347427
biolink:NucleicAcidEntity,UMLS:C1706881
biolink:NucleicAcidEntity,UMLS:C1705087
biolink:NucleicAcidEntity,UMLS:C0674708
biolink:NucleicAcidEntity,UMLS:C2697655
biolink:NucleicAcidEntity,UMLS:C3897681
biolink:NucleicAcidEntity,UMLS:C0620206
biolink:NucleicAcidEntity,UMLS:C1705639
biolink:NucleicAcidEntity,UMLS:C2349086
biolink:NucleicAcidEntity,UMLS:C1706403
biolink:NucleicAcidEntity,UMLS:C0061986
biolink:NucleicAcidEntity,UMLS:C0061970
biolink:NucleicAcidEntity,UMLS:C0722911
biolink:NucleicAcidEntity,UMLS:C3537461
biolink:NucleicAcidEntity,UMLS:C0077895
biolink:NucleicAcidEntity,UMLS:C2827561
biolink:NucleicAcidEntity,UMLS:C3811765
biolink:NucleicAcidEntity,UMLS:C1481676
biolink:NucleicAcidEntity,UMLS:C4284916
biolink:NucleicAcidEntity,UMLS:C5239999
biolink:NucleicAcidEntity,UMLS:C0664876
biolink:NucleicAcidEntity,UMLS:C3889252
biolink:NucleicAcidEntity,UMLS:C0049293
biolink:NucleicAcidEntity,UMLS:C2717227
biolink:NucleicAcidEntity,UMLS:C3494241
biolink:NucleicAcidEntity,UMLS:C0049247
biolink:NucleicAcidEntity,UMLS:C3540805
biolink:NucleicAcidEntity,UMLS:C1710335
biolink:NucleicAcidEntity,UMLS:C2697966
biolink:NucleicAcidEntity,UMLS:C0035730
biolink:NucleicAcidEntity,UMLS:C1706261
biolink:NucleicAcidEntity,UMLS:C4553905
biolink:NucleicAcidEntity,UMLS:C1704924
biolink:NucleicAcidEntity,UMLS:C1705815
biolink:NucleicAcidEntity,UMLS:C0050563
biolink:NucleicAcidEntity,UMLS:C3714956
biolink:NucleicAcidEntity,UMLS:C3889697
biolink:NucleicAcidEntity,UMLS:C0647622
biolink:NucleicAcidEntity,UMLS:C3542928
biolink:NucleicAcidEntity,UMLS:C4321278
biolink:NucleicAcidEntity,UMLS:C1706271
biolink:NucleicAcidEntity,UMLS:C1708026
biolink:NucleicAcidEntity,UMLS:C5202564
biolink:NucleicAcidEntity,UMLS:C4277666
biolink:NucleicAcidEntity,UMLS:C0086024
biolink:NucleicAcidEntity,UMLS:C1454751
biolink:NucleicAcidEntity,UMLS:C1705513
biolink:NucleicAcidEntity,UMLS:C1138103
biolink:NucleicAcidEntity,UMLS:C1706632
biolink:NucleicAcidEntity,UMLS:C4283939
biolink:NucleicAcidEntity,UMLS:C0040090
biolink:NucleicAcidEntity,UMLS:C1709983
biolink:NucleicAcidEntity,UMLS:C0147901
biolink:NucleicAcidEntity,UMLS:C1705714
biolink:NucleicAcidEntity,UMLS:C3890003
biolink:NucleicAcidEntity,UMLS:C4723764
biolink:NucleicAcidEntity,UMLS:C3889713
biolink:NucleicAcidEntity,UMLS:C3541218
biolink:NucleicAcidEntity,UMLS:C4723743
biolink:NucleicAcidEntity,UMLS:C0620143
biolink:NucleicAcidEntity,UMLS:C3541297
biolink:NucleicAcidEntity,UMLS:C0078974
biolink:NucleicAcidEntity,UMLS:C1135894
biolink:NucleicAcidEntity,UMLS:C3541983
biolink:NucleicAcidEntity,UMLS:C0245278
biolink:NucleicAcidEntity,UMLS:C1135123
biolink:NucleicAcidEntity,UMLS:C2985238
biolink:NucleicAcidEntity,UMLS:C3254338
biolink:NucleicAcidEntity,UMLS:C0642676
biolink:NucleicAcidEntity,UMLS:C3889436
biolink:NucleicAcidEntity,UMLS:C0067228
biolink:NucleicAcidEntity,UMLS:C4553638
biolink:NucleicAcidEntity,UMLS:C0067193
biolink:NucleicAcidEntity,UMLS:C4049740
biolink:NucleicAcidEntity,UMLS:C0610834
biolink:NucleicAcidEntity,UMLS:C1705742
biolink:NucleicAcidEntity,UMLS:C2981740
biolink:NucleicAcidEntity,UMLS:C1311569
biolink:NucleicAcidEntity,UMLS:C0285804
biolink:NucleicAcidEntity,UMLS:C4553496
biolink:NucleicAcidEntity,UMLS:C0757100
biolink:NucleicAcidEntity,UMLS:C1706017
biolink:NucleicAcidEntity,UMLS:C0012055
biolink:NucleicAcidEntity,UMLS:C0045943
biolink:NucleicAcidEntity,UMLS:C1704462
biolink:NucleicAcidEntity,UMLS:C3889467
biolink:NucleicAcidEntity,UMLS:C1704801
biolink:NucleicAcidEntity,UMLS:C1706891
biolink:NucleicAcidEntity,UMLS:C4724101
biolink:NucleicAcidEntity,UMLS:C0044357
biolink:NucleicAcidEntity,UMLS:C5139773
biolink:NucleicAcidEntity,UMLS:C1705234
biolink:NucleicAcidEntity,UMLS:C3814524
biolink:NucleicAcidEntity,UMLS:C0614168
biolink:NucleicAcidEntity,UMLS:C1706383
biolink:NucleicAcidEntity,UMLS:C0078582
biolink:NucleicAcidEntity,UMLS:C0524859
biolink:NucleicAcidEntity,UMLS:C2987146
biolink:NucleicAcidEntity,UMLS:C0628340
biolink:NucleicAcidEntity,UMLS:C0084381
biolink:NucleicAcidEntity,UMLS:C3815638
biolink:NucleicAcidEntity,UMLS:C3827014
biolink:NucleicAcidEntity,UMLS:C1705276
biolink:NucleicAcidEntity,UMLS:C5240140
biolink:NucleicAcidEntity,UMLS:C4761528
biolink:NucleicAcidEntity,UMLS:C1708813
biolink:NucleicAcidEntity,UMLS:C0050057
biolink:NucleicAcidEntity,UMLS:C1705710
biolink:NucleicAcidEntity,UMLS:C0950924
biolink:NucleicAcidEntity,UMLS:C1708421
biolink:NucleicAcidEntity,UMLS:C0389490
biolink:NucleicAcidEntity,UMLS:C4761736
biolink:NucleicAcidEntity,UMLS:C3541422
biolink:NucleicAcidEntity,UMLS:C3541886
biolink:NucleicAcidEntity,UMLS:C3539599
biolink:NucleicAcidEntity,UMLS:C3541309
biolink:NucleicAcidEntity,UMLS:C0098319
biolink:NucleicAcidEntity,UMLS:C1706634
biolink:NucleicAcidEntity,UMLS:C3273338
biolink:NucleicAcidEntity,UMLS:C1521554
biolink:NucleicAcidEntity,UMLS:C2698602
biolink:NucleicAcidEntity,UMLS:C0035704
biolink:NucleicAcidEntity,UMLS:C0600412
biolink:NucleicAcidEntity,UMLS:C4521345
biolink:NucleicAcidEntity,UMLS:C1705843
biolink:NucleicAcidEntity,UMLS:C1213693
biolink:NucleicAcidEntity,UMLS:C0619020
biolink:NucleicAcidEntity,UMLS:C1705059
biolink:NucleicAcidEntity,UMLS:C0046395
biolink:NucleicAcidEntity,UMLS:C2985139
biolink:NucleicAcidEntity,UMLS:C0487761
biolink:NucleicAcidEntity,UMLS:C3890395
biolink:NucleicAcidEntity,UMLS:C3811763
biolink:NucleicAcidEntity,UMLS:C2987131
biolink:NucleicAcidEntity,UMLS:C4283860
biolink:NucleicAcidEntity,UMLS:C1705350
biolink:NucleicAcidEntity,UMLS:C1707074
biolink:NucleicAcidEntity,UMLS:C0616574
biolink:NucleicAcidEntity,UMLS:C1708622
biolink:NucleicAcidEntity,UMLS:C1707860
biolink:NucleicAcidEntity,UMLS:C0069270
biolink:NucleicAcidEntity,UMLS:C4049724
biolink:NucleicAcidEntity,UMLS:C1706573
biolink:NucleicAcidEntity,UMLS:C2347244
biolink:NucleicAcidEntity,UMLS:C1705358
biolink:NucleicAcidEntity,UMLS:C0677504
biolink:NucleicAcidEntity,UMLS:C2986617
biolink:NucleicAcidEntity,UMLS:C1705791
biolink:NucleicAcidEntity,UMLS:C0065974
biolink:NucleicAcidEntity,UMLS:C3539608
biolink:NucleicAcidEntity,UMLS:C3812649
biolink:NucleicAcidEntity,UMLS:C4723682
biolink:NucleicAcidEntity,UMLS:C0052283
biolink:NucleicAcidEntity,UMLS:C0019551
biolink:NucleicAcidEntity,UMLS:C1709136
biolink:NucleicAcidEntity,UMLS:C2700299
biolink:NucleicAcidEntity,UMLS:C0060662
biolink:NucleicAcidEntity,UMLS:C1704986
biolink:NucleicAcidEntity,UMLS:C0115510
biolink:NucleicAcidEntity,UMLS:C1706115
biolink:NucleicAcidEntity,UMLS:C1706114
biolink:NucleicAcidEntity,UMLS:C0763767
biolink:NucleicAcidEntity,UMLS:C0080857
biolink:NucleicAcidEntity,UMLS:C3541230
biolink:NucleicAcidEntity,UMLS:C5401289
biolink:NucleicAcidEntity,UMLS:C0369160
biolink:NucleicAcidEntity,UMLS:C0286536
biolink:NucleicAcidEntity,UMLS:C1706265
biolink:NucleicAcidEntity,UMLS:C0623970
biolink:NucleicAcidEntity,UMLS:C2986648
biolink:NucleicAcidEntity,UMLS:C0009239
biolink:NucleicAcidEntity,UMLS:C3814040
biolink:NucleicAcidEntity,UMLS:C2697834
biolink:NucleicAcidEntity,UMLS:C5401276
biolink:NucleicAcidEntity,UMLS:C0037014
biolink:NucleicAcidEntity,UMLS:C1708808
biolink:NucleicAcidEntity,UMLS:C1705279
biolink:NucleicAcidEntity,UMLS:C1507063
biolink:NucleicAcidEntity,UMLS:C0045919
biolink:NucleicAcidEntity,UMLS:C1708438
biolink:NucleicAcidEntity,UMLS:C0030900
biolink:NucleicAcidEntity,UMLS:C3539818
biolink:NucleicAcidEntity,UMLS:C0386894
biolink:NucleicAcidEntity,UMLS:C0628547
biolink:NucleicAcidEntity,UMLS:C0038861
biolink:NucleicAcidEntity,UMLS:C1707619
biolink:NucleicAcidEntity,UMLS:C1704691
biolink:NucleicAcidEntity,UMLS:C1257839
biolink:NucleicAcidEntity,UMLS:C2347264
biolink:NucleicAcidEntity,UMLS:C3540650
biolink:NucleicAcidEntity,UMLS:C0049238
biolink:NucleicAcidEntity,UMLS:C0242962
biolink:NucleicAcidEntity,UMLS:C0016343
biolink:NucleicAcidEntity,UMLS:C0045588
biolink:NucleicAcidEntity,UMLS:C1706019
biolink:NucleicAcidEntity,UMLS:C0768079
biolink:NucleicAcidEntity,UMLS:C5202978
biolink:NucleicAcidEntity,UMLS:C0249988
biolink:NucleicAcidEntity,UMLS:C1706022
biolink:NucleicAcidEntity,UMLS:C2984563
biolink:NucleicAcidEntity,UMLS:C1704464
biolink:NucleicAcidEntity,UMLS:C1515243
biolink:NucleicAcidEntity,UMLS:C1511628
biolink:NucleicAcidEntity,UMLS:C3898817
biolink:NucleicAcidEntity,UMLS:C3890184
biolink:NucleicAcidEntity,UMLS:C3889438
biolink:NucleicAcidEntity,UMLS:C1706649
biolink:NucleicAcidEntity,UMLS:C0051219
biolink:NucleicAcidEntity,UMLS:C3812276
biolink:NucleicAcidEntity,UMLS:C1710290
biolink:NucleicAcidEntity,UMLS:C2964218
biolink:NucleicAcidEntity,UMLS:C1705550
biolink:NucleicAcidEntity,UMLS:C0603901
biolink:NucleicAcidEntity,UMLS:C0050058
biolink:NucleicAcidEntity,UMLS:C0047707
biolink:NucleicAcidEntity,UMLS:C4761378
biolink:NucleicAcidEntity,UMLS:C1705439
biolink:NucleicAcidEntity,UMLS:C1481720
biolink:NucleicAcidEntity,UMLS:C2982389
biolink:NucleicAcidEntity,UMLS:C3272500
biolink:NucleicAcidEntity,UMLS:C1528799
biolink:NucleicAcidEntity,UMLS:C2348923
biolink:NucleicAcidEntity,UMLS:C1705951
biolink:NucleicAcidEntity,UMLS:C1705999
biolink:NucleicAcidEntity,UMLS:C1337053
biolink:NucleicAcidEntity,UMLS:C3814417
biolink:NucleicAcidEntity,UMLS:C1481702
biolink:NucleicAcidEntity,UMLS:C2987231
biolink:NucleicAcidEntity,UMLS:C3813165
biolink:NucleicAcidEntity,UMLS:C0071075
biolink:NucleicAcidEntity,UMLS:C0000618
biolink:NucleicAcidEntity,UMLS:C1704990
biolink:NucleicAcidEntity,UMLS:C3540500
biolink:NucleicAcidEntity,UMLS:C0807037
biolink:NucleicAcidEntity,UMLS:C2983554
biolink:NucleicAcidEntity,UMLS:C3538735
biolink:NucleicAcidEntity,UMLS:C1709810
biolink:NucleicAcidEntity,UMLS:C1706648
biolink:NucleicAcidEntity,UMLS:C1706872
biolink:NucleicAcidEntity,UMLS:C0115090
biolink:NucleicAcidEntity,UMLS:C1705780
biolink:NucleicAcidEntity,UMLS:C0061971
biolink:NucleicAcidEntity,UMLS:C1706034
biolink:NucleicAcidEntity,UMLS:C0369335
biolink:NucleicAcidEntity,UMLS:C1704720
biolink:NucleicAcidEntity,UMLS:C3889696
biolink:NucleicAcidEntity,UMLS:C0049194
biolink:NucleicAcidEntity,UMLS:C1708125
biolink:NucleicAcidEntity,UMLS:C0076583
biolink:NucleicAcidEntity,UMLS:C3890743
biolink:NucleicAcidEntity,UMLS:C4084757
biolink:NucleicAcidEntity,UMLS:C3812665
biolink:NucleicAcidEntity,UMLS:C3541883
biolink:NucleicAcidEntity,UMLS:C3540514
biolink:NucleicAcidEntity,UMLS:C1707170
biolink:NucleicAcidEntity,UMLS:C2985246
biolink:NucleicAcidEntity,UMLS:C0887916
biolink:NucleicAcidEntity,UMLS:C3811169
biolink:NucleicAcidEntity,UMLS:C2981736
biolink:NucleicAcidEntity,UMLS:C3541427
biolink:NucleicAcidEntity,UMLS:C3540558
biolink:NucleicAcidEntity,UMLS:C3812261
biolink:NucleicAcidEntity,UMLS:C1704657
biolink:NucleicAcidEntity,UMLS:C1707149
biolink:NucleicAcidEntity,UMLS:C0046783
biolink:NucleicAcidEntity,UMLS:C1705011
biolink:NucleicAcidEntity,UMLS:C0035682
biolink:NucleicAcidEntity,UMLS:C3812695
biolink:NucleicAcidEntity,UMLS:C1706889
biolink:NucleicAcidEntity,UMLS:C0048824
biolink:NucleicAcidEntity,UMLS:C0068702
biolink:NucleicAcidEntity,UMLS:C2336624
biolink:NucleicAcidEntity,UMLS:C0045212
biolink:NucleicAcidEntity,UMLS:C1312087
biolink:NucleicAcidEntity,UMLS:C1122154
biolink:NucleicAcidEntity,UMLS:C1505653
biolink:NucleicAcidEntity,UMLS:C0258863
biolink:NucleicAcidEntity,UMLS:C1705129
biolink:NucleicAcidEntity,UMLS:C3538698
biolink:NucleicAcidEntity,UMLS:C4321258
biolink:NucleicAcidEntity,UMLS:C1705578
biolink:NucleicAcidEntity,UMLS:C0078975
biolink:NucleicAcidEntity,UMLS:C1148307
biolink:NucleicAcidEntity,UMLS:C0643319
biolink:NucleicAcidEntity,UMLS:C0045920
biolink:NucleicAcidEntity,UMLS:C0058705
biolink:NucleicAcidEntity,UMLS:C0596712
biolink:NucleicAcidEntity,UMLS:C3540503
biolink:NucleicAcidEntity,UMLS:C0123052
biolink:NucleicAcidEntity,UMLS:C5401270
biolink:NucleicAcidEntity,UMLS:C0311474
biolink:NucleicAcidEntity,UMLS:C3540489
